candidate_id,client_name,industry_type,position_skillset,candidate_skillset,interview_type,gender,candidate_current_location,candidate_job_location,interview_venue,candidate_native_location,q1,q2,q3,q4,q5,q6,q7,marital_status,attendance
CANDIDATE 386,HOSPIRA,PHARMACEUTICALS,ROUTINE,ANALYTICAL R&D,SCHEDULED,MALE,BANGALORE,VISAKAPATINAM,HYDERABAD,VIJAYAWADA,YES,NO,YES,YES,YES,YES,NO,SINGLE,NO
CANDIDATE 389,HOSPIRA,PHARMACEUTICALS,ROUTINE,ANALYTICAL R&D,SCHEDULED,MALE,HYDERABAD,VISAKAPATINAM,HYDERABAD,VIJAYAWADA,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 391,HOSPIRA,PHARMACEUTICALS,ROUTINE,ANALYTICAL R&D,SCHEDULED,MALE,HYDERABAD,VISAKAPATINAM,HYDERABAD,VIJAYAWADA,,,,,,,,MARRIED,NO
CANDIDATE 393,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,NO,YES,YES,NO,NO,NO,MARRIED,NO
CANDIDATE 400,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,NO,YES,NO,YES,NO,NO,MARRIED,NO
CANDIDATE 404,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 405,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 406,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,SALEM,NO,NO,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 407,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,NO,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 408,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 409,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,NO,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 413,PFIZER,PHARMACEUTICALS,NICHE,MANAGEMENT,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 415,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 416,PFIZER,PHARMACEUTICALS,NICHE,MEDNET,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 417,STANDARD CHARTERED BANK,BFSI,ROUTINE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 419,STANDARD CHARTERED BANK,BFSI,ROUTINE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 420,STANDARD CHARTERED BANK,BFSI,ROUTINE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,VELLORE,NO,,,,,,,MARRIED,NO
CANDIDATE 423,STANDARD CHARTERED BANK,BFSI,ROUTINE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 432,STANDARD CHARTERED BANK,BFSI,ROUTINE,TESTING,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 433,STANDARD CHARTERED BANK,BFSI,ROUTINE,SENIOR ANALYST,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,KOLKATA,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 434,STANDARD CHARTERED BANK,BFSI,ROUTINE,SENIOR ANALYST,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,NO,SINGLE,NO
CANDIDATE 438,PFIZER,PHARMACEUTICALS,ROUTINE,PRODUCTION,SCHEDULED,MALE,BANGALORE,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 440,PFIZER,PHARMACEUTICALS,ROUTINE,PRODUCTION,SCHEDULED,MALE,BANGALORE,CHENNAI,CHENNAI,PUNE,NO,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 443,PFIZER,PHARMACEUTICALS,ROUTINE,PRODUCTION,SCHEDULED,MALE,BANGALORE,CHENNAI,CHENNAI,MUMBAI,,,,,,,,MARRIED,NO
CANDIDATE 446,PFIZER,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED,MALE,BANGALORE,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 452,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 453,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,KOLKATA,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 456,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,PUNE,,,,,,,,SINGLE,NO
CANDIDATE 457,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 465,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CUTTACK,,,,,,,,SINGLE,NO
CANDIDATE 467,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,BANGALORE,BANGALORE,BANGALORE,CUTTACK,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 472,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 473,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 474,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 475,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,VELLORE,,,,,,,,MARRIED,NO
CANDIDATE 481,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,NO,,,,,,,SINGLE,NO
CANDIDATE 483,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,NO,,,,,,,MARRIED,NO
CANDIDATE 484,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHITOOR,YES,NO,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 487,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 488,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 495,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,COCHIN,NO,,,,,,,MARRIED,NO
CANDIDATE 500,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 502,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,MARRIED,NO
CANDIDATE 503,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,PUNE,NO,,,,,,,MARRIED,NO
CANDIDATE 506,PFIZER,PHARMACEUTICALS,NICHE,MANAGEMENT,SCHEDULED WALKIN,MALE,BANGALORE,CHENNAI,BANGALORE,BANGALORE,NO,,,,,,,SINGLE,NO
CANDIDATE 518,PFIZER,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,CHENNAI,BANGALORE,VISAKAPATINAM,,,,,,,,SINGLE,NO
CANDIDATE 519,PFIZER,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,CHENNAI,BANGALORE,KOLKATA,NO,,,,,,,MARRIED,NO
CANDIDATE 520,PFIZER,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,CHENNAI,BANGALORE,BHUBANESHWAR,,,,,,,,MARRIED,NO
CANDIDATE 522,PFIZER,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,CHENNAI,BANGALORE,BADDI,,,,,,,,MARRIED,NO
CANDIDATE 525,PFIZER,PHARMACEUTICALS,NICHE,REGULATORY,SCHEDULED WALKIN,MALE,BANGALORE,CHENNAI,BANGALORE,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 531,ASTRAZENECA,PHARMACEUTICALS,NICHE,TESTING,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 532,ASTRAZENECA,PHARMACEUTICALS,NICHE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 534,ASTRAZENECA,PHARMACEUTICALS,NICHE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,,,,,,,,SINGLE,NO
CANDIDATE 536,ASTRAZENECA,PHARMACEUTICALS,NICHE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,,,,,,,,SINGLE,NO
CANDIDATE 537,ASTRAZENECA,PHARMACEUTICALS,NICHE,TESTING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,NO,,,,,,,MARRIED,NO
CANDIDATE 541,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 545,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 549,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 552,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 559,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 560,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 563,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 564,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 568,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 573,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 575,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 577,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 578,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 582,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 585,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,VELLORE,NO,,,,,,,SINGLE,NO
CANDIDATE 588,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,MARRIED,NO
CANDIDATE 589,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,NO,YES,YES,NO,MARRIED,NO
CANDIDATE 593,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,NO,,,,,,,SINGLE,NO
CANDIDATE 597,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,TRICHY,,,,,,,,SINGLE,NO
CANDIDATE 599,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 601,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,COIMBATORE,,,,,,,,MARRIED,NO
CANDIDATE 602,FLEXTRONICS,ELECTRONICS,ROUTINE,JAVA,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,NO,,,,,,,MARRIED,NO
CANDIDATE 603,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 607,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 608,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 611,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,,,,,,,,SINGLE,NO
CANDIDATE 616,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 617,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 618,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,NO,,,,,,,MARRIED,NO
CANDIDATE 619,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 621,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 622,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 623,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 625,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,KOLKATA,YES,YES,YES,NO,YES,YES,YES,SINGLE,NO
CANDIDATE 626,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 628,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,SCHEDULED,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 629,STANDARD CHARTERED BANK,BFSI,ROUTINE,LENDING,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 634,STANDARD CHARTERED BANK,BFSI,ROUTINE,REGULATORY,SCHEDULED,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 638,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 642,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,COIMBATORE,NO,,,,,,,SINGLE,NO
CANDIDATE 647,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 650,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,NO,NO,YES,YES,YES,SINGLE,NO
CANDIDATE 652,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 655,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 657,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,ALLAHABAD,NO,,,,,,,MARRIED,NO
CANDIDATE 658,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,SINGLE,NO
CANDIDATE 659,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 663,STANDARD CHARTERED BANK,BFSI,ROUTINE,CDD,WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,MARRIED,NO
CANDIDATE 665,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,ALLAHABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 670,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 672,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,NO,,,,,,,MARRIED,NO
CANDIDATE 673,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CUTTACK,,,,,,,,SINGLE,NO
CANDIDATE 678,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,NO,,,,,,,MARRIED,NO
CANDIDATE 680,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,COCHIN,NO,,,,,,,SINGLE,NO
CANDIDATE 682,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CUTTACK,,,,,,,,MARRIED,NO
CANDIDATE 683,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,,,,,,,,SINGLE,NO
CANDIDATE 687,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,FEMALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 692,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 699,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 701,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 709,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 710,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 712,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 717,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,HYDERABAD,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 718,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 724,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,VISAKAPATINAM,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 728,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 729,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 730,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,NAGERCOIL,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 738,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 739,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
CANDIDATE 740,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,CHENNAI,YES,YES,YES,YES,YES,YES,YES,MARRIED,NO
CANDIDATE 746,STANDARD CHARTERED BANK,BFSI,ROUTINE,JAVA,SCHEDULED WALKIN,MALE,CHENNAI,CHENNAI,CHENNAI,COIMBATORE,YES,YES,YES,YES,YES,YES,YES,SINGLE,NO
